name,category,description,compatibility,tools,mcp_servers,repo,license
quant-analyst,research,"Use this agent when you need to develop quantitative trading strategies, build financial models with rigorous mathematic",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents;wshobson/agents,MIT;MIT;MIT;MIT
research-analyst,research,"Expert research analyst specializing in comprehensive information gathering, synthesis, and insight generation. Masters ",needs-tool-mapping,read_file|web_fetch|web_search|grep|glob,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT;MIT
research-scientist,research,Research scientist specializing in reproducible empirical ML/IR research — designs experiments,requires-mcp,read_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
researcher,research,"Use this agent when the user needs to research a topic, technology, pattern, or approach before implementation. This inc",fully-compatible,,,roy2392/sdlc-subagents-cli;sodam-ai/SoDam-Agent,MIT;Apache-2.0
risk-manager-research,research,"Use when a task needs explicit risk analysis for product, operational, financial, or architectural decisions.",fully-compatible,,,VoltAgent/awesome-codex-subagents;wshobson/agents,MIT;MIT
sales-automator,research,"Draft cold emails, follow-ups, and proposal templates. Creates pricing pages, case studies, and sales scripts. Use PROAC",fully-compatible,,,wshobson/agents,MIT
scientific-literature-researcher,research,Use when you need to search scientific literature and retrieve structured experimental data from published studies. Invo,requires-mcp,read_file|web_fetch|web_search|mcp__bgpt__search_papers,bgpt,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
search-query-analyst,research,"Specialist in search term analysis, negative keyword architecture, and query-to-intent mapping. Turns raw search query d",fully-compatible,web_fetch|web_search|read_file|write_file|edit_file|run_shell_command,,Raheel2774/agency-agents,MIT
search-specialist-research,research,"Use when a task needs fast, high-signal searching of the codebase or external sources before deeper analysis begins.",fully-compatible,,,VoltAgent/awesome-codex-subagents;wshobson/agents,MIT;MIT
seo-analyst,research,키워드·메타태그·문서 구조를 SEO 최적화할 때,fully-compatible,read_file|grep,,sodam-ai/SoDam-Agent,Apache-2.0
snow,research,Snow/Hill reasoning pattern — epidemiological investigation of how things spread through populations,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
startup-analyst,research,"Expert startup business analyst specializing in market sizing, financial modeling, competitive analysis, and strategic p",fully-compatible,,,wshobson/agents,MIT
stig-analyst,research,"Delegates to this agent when the user asks about STIG findings, security compliance, system hardening, GPO configuration",fully-compatible,read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
technical-consultant,research,"Strategic GIS advisor who translates business problems into geospatial solutions — gap analysis, technology roadmaps, RF",fully-compatible,,,Raheel2774/agency-agents,MIT
thompson,research,D'Arcy Thompson reasoning pattern — scaling-law analysis for predicting what breaks when systems change size,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
trend-analyst,research,"Use when analyzing emerging patterns, predicting industry shifts, or developing future scenarios to inform strategic pla",fully-compatible,read_file|grep|glob|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
trend-researcher,research,"Expert market intelligence analyst specializing in identifying emerging trends, competitive analysis, and opportunity as",fully-compatible,web_fetch|web_search|read_file|write_file|edit_file,,Raheel2774/agency-agents,MIT
ventris,research,"Michael Ventris reasoning pattern — grid-based constraint propagation, assumption-free structural analysis",requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
x-twitter-intelligence-analyst,research,"Social intelligence specialist for X/Twitter research, trend detection, account monitoring, and evidence-backed audience",fully-compatible,,,Raheel2774/agency-agents,MIT
ad-attacker,security,"Delegates to this agent when the user wants to perform Active Directory attacks, run BloodHound analysis, use Impacket t",fully-compatible,run_shell_command|read_file|write_file|edit_file|grep|glob,,0xSteph/pentest-ai-agents,MIT
ad-security-reviewer,security,"Use when a task needs Active Directory security review across identity boundaries, delegation, GPO exposure, or director",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-codex-subagents;VoltAgent/awesome-claude-code-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
ai-governance-auditor,security,"Use when a task needs an AI governance review covering controls, accountability, risk ownership, and deployment readines",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
ai-writing-auditor-security,security,Use when a task needs prose to be checked for AI writing patterns and rewritten to sound natural and human.,fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
api-security,security,"Delegates to this agent when the user asks about API security testing, REST API attacks, GraphQL exploitation, OAuth/OID",fully-compatible,read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
application-security-engineer,security,"AppSec specialist who secures the software development lifecycle through threat modeling, secure code review, SAST/DAST ",fully-compatible,,,Raheel2774/agency-agents,MIT
arendt,security,"Hannah Arendt reasoning pattern — thoughtlessness audit for systemic failures caused by suppressed judgment, checking th",requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
attack-planner,security,"Delegates to this agent when the user wants to correlate findings from multiple tools or agents, build multi-step attack",fully-compatible,read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
auditor,security,Security Code Reviewer,needs-tool-mapping,read_file|grep|run_shell_command,,tintinweb/pi-subagents,MIT
auth-reviewer,security,Reviews authentication and authorization implementations for correctness and safety. Use when building or auditing login,needs-tool-mapping,read_file|glob,,JosephHampton/awesome-gemini-cli-subagents,NOASSERTION
auth0-expert,security,"Expert in Auth0 implementation, configuration, and best practices",fully-compatible,,,0xfurai/claude-code-subagents,MIT
backend-development-security-auditor,security,"Review code and architecture for security vulnerabilities, OWASP Top 10, auth flaws, and compliance issues. Use for secu",fully-compatible,,,wshobson/agents,MIT
bizlogic-hunter,security,"Delegates to this agent when the user wants to test for business logic flaws, find workflow bypass vulnerabilities, dete",fully-compatible,run_shell_command|read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
